cod_comercio,sk_cliente,num_documento,nbr_comercio,nbr_direccion_comercio,Departamento,nbr_provincia_hexagono,nbr_distrito_hexagono,num_latitud,num_longitud,gpvabo,ntrx,grp_economico,gpv,gpv_lm,gpv_l2m,gpv_l3m,gpv_l4m,gpv_l5m,gpv_l6m,kam_final_reasignado,tipo_cartera_final,etiqueta,nbr_mcc,telefono
200000000168489,8370a8ad2eb4c4c26bff816184409b78433ed60fcdc95c8b0a76b11266ddfff1,20602602622,POLICLÍNICO SURCO SALUD FARMACIA-1,"PROLONGACION BENAVIDES, LIMA 15039, PERU",LIMA,LIMA,SANTIAGO DE SURCO,-12.1358908,-76.9866277,137860.87,2114.0,FARMACIA 1 SURCO SALUD,213425.5,214156.11,224309.5,248591.5,267918.8,137860.87,0.0,PILAR PINEDA,KAM PYME,ESTABLE,"MEDICAMENTOS, PROPIETARIOS DE MEDICAMENTOS Y ARTÍCULOS DIVERSOS PARA FARMACÉUTICOS",995169371
200000000117284,708c68d62fbce266d81d7957a904e5406436e56de3ce4f3f4e6b3d70dcea6e8a,20603950161,BOTICA FARMAPIEL,AV DE LOS PATRIOTAS 355,LIMA,LIMA,SAN MIGUEL,-77.09727478027344,-12.077601432800293,0.0,0.0,BOTICA FARMAPIEL,65613.4,73732.2,59399.5,69245.71,67309.7,62636.09,59326.15,JORGE CALLE,KAM PYME,CRECIMIENTO,FARMACÉUTICOS Y FARMACIAS (DROGUERIAS Y PERFUMERIAS),989157448
200000000138951,2aa3c2219483dc0cd6678ccd03b774e0167e340850a54a06d54376fe586bf696,20612885746,SANGUCHON CAMPESINO ENCALADA,AV. LA ENCALADA 529 URB. C.C. MONTERRICO,LIMA,LIMA,SANTIAGO DE SURCO,-12.109520603,-76.972850764,78747.2,2446.0,SANGUCHON CAMPESINO SAGITARIO,142617.7,175694.4,172220.5,165638.8,152822.38,166180.0,168946.16,PILAR PINEDA,KAM PYME,ESTABLE,PASTELERÍAS,999667522
200000000164341,f862db4d133c247c556dd9e68e3bf5f76531155f6e886b73646820c31b842f33,20512510320,GRIFO EMCCYT EL ANGEL - ISLA 1,"AV. DEL EJÉRCITO 391, MIRAFLORES 15074, PERU",LIMA,LIMA,MIRAFLORES,-12.1170135,-77.0448899,116505.11,1886.0,GRIFO EMCCYT EL ANGEL - ISLA 1,90927.34,123202.25,120555.66,109987.54,121418.47,116528.11,34879.47,GUILLERMO MERINO,KAM BDN,ESTABLE,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA",966874081
200000000170850,fb03b60ea53781974361ad44e59bcf316efde06525a3340a1ffc101ceb9848b0,20602526144,TORTATTI - CHORRILLOS,AV. DEFENSORES DEL MORRO 517 URB. HUACRACHUCO,LIMA,LIMA,CHORRILLOS,-12.1687737789999,-77.024287798,10118.65,293.0,TORTATTI - CHORRILLOS,216335.5,328987.2,296344.5,277880.0,310175.25,104885.25,0.0,ANDRES RAMIREZ,KAM PYME,ESTABLE,PASTELERÍAS,934224029
200000000097442,f9821810002cb65e61256dce22374c43b7f59f64cbb4b99ac8d57d94da5d7259,20611741708,PAINO,CA. MANUEL DEL PINO 222 URB. SANTA BEATRIZ,LIMA,LIMA,LIMA,-77.03498840332031,-12.07863998413086,5145.0,343.0,CAC,111504.5,140476.0,136418.5,124084.5,122849.5,185946.65,123816.0,AARÓN GARCÍA,KAM PYME,ESTABLE,ESTACIONAMIENTOS DE AUTOS,976692175
200000000155135,265c833a91e2419fae809a8b4d315b5b7830effc49f1ad49f9f1a1400b2c0d4c,20557687905,VACAS FELICES BIOBODEGA - ARCA PARRO,CA. ALBERTO ARCA PARRO 194,LIMA,LIMA,SAN ISIDRO,-12.106324129,-77.03649225,55241.46,1108.0,VACAS FELICES,126757.14,135070.68,147753.93,129726.94,131870.15,133391.8,121903.95,GARY AQUINO,KAM PYME,ESTABLE,"MINIMARKETS, BODEGAS, SUPERMERCADOS",940413673
200000000171059,a32ff26734d72049f1181de890c79ff9d723e98b07bbdb24e1c8db16609df55a,20611866616,NEWSEOUL M CIVICO,AV. GARCILASO DE LA VEGA 1337 URB. CER. DE LIMA,LIMA,LIMA,LIMA,-77.03805541992188,-12.05659008026123,1.0,3.0,NEWSEOUL M JULIACA,487713.43,511088.48,199834.54,157041.06,226447.39,1201.0,0.0,JENIFER LLAMPASI,KAM PYME,TOP 10,PRODUCTOS PERECEDEROS (NO CLASIFICADOS EN OTRA MCC),914333337
200000000183296,71f868c52ff9bf7593c399b3999e28a4c933cc645922d99e26a49656f2cfe776,20551056008,SERPICO,AV. MARISCAL ANDRES AVELINO CACERES 198 URB. SAN ANTONIO,LIMA,LIMA,MIRAFLORES,-12.119827947545613,-77.02275059536072,27575.0,147.0,SERPICO,74322.86,70533.0,60456.03,55130.86,39847.03,30861.03,38734.72,ANDRES RAMIREZ,KAM PYME,CRECIMIENTO,OTROS SERVICIOS RECREATIVOS,980586410
200000000201421,b25642374e7b708f05857f62c67faad63dc88220d9487b513236d8a609c4fe70,20608521861,MURANO CHIMBOTE,"JIRÓN LADISLAO ESPINAR 343, CHIMBOTE 02803, PERU",ANCASH,SANTA,CHIMBOTE,-9.0725378,-78.5942148,74242.3,366.0,GRUPO COMERCIAL MURANO QUEZADA S.A.C.,271399.2,299213.0,0.0,0.0,0.0,0.0,0.0,RICARDO TERAN,KAM PYME,CRECIMIENTO,RESTAURANTES Y VIDA NOCTURNA,965462835
200000000181580,8266b0d3d6a858c9a78a8843baaf4b4d19df967e0807f657c029ffbf860e3a57,20612966665,CARACOL AZUL - CUSCO,"A, PIURA, PERU",PIURA,PIURA,VEINTISEIS DE OCTUBRE,-5.1832021,-80.6549749,68659.6,587.0,CARACOL AZUL - PIURA,197584.98,246975.9,196214.6,156055.58,0.0,0.0,0.0,WALTER YARLEQUE,KAM PYME,ESTABLE,RESTAURANTES Y VIDA NOCTURNA,947026637
200000000193237,7a0a9ca21508566a58bdd450cb3b79c7e63e30527802bf91484af8892fbed075,20493364899,SAFARI,JR. NAPO 118,LORETO,MAYNAS,IQUITOS,-3.749906538057877,-73.2430480281734,303876.0,2228.0,AVENTURA,544045.5,773497.92,429677.53,0.0,0.0,0.0,0.0,ANABEL SANTAMARIA,KAM BDN,TOP 10,"HOTELES, MOTELES Y POSADAS",996898879
200000000193632,ee1ebbe0376443202e6dd9ad51716652926689de671c459e5c3579163a9851ac,20607117382,BOTICA DIANA - G,JR. TAYABAMBA 287 P.J. JOSE CARLOS MARIATEGUI,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.151876421520623,-78.51677056774706,1746.9,60.0,GRUPO CAJABAMBA S.A.C.,256078.4,238295.45,11903.57,0.0,0.0,0.0,0.0,MONICA VALENZUELA,KAM PYME,CRECIMIENTO,FARMACÉUTICOS Y FARMACIAS (DROGUERIAS Y PERFUMERIAS),929003372
200000000185153,974ca0f0455ebdec92901c195dd52856ae4fccfeea1758f5813c48fa2ce04910,20605696806,OPHRA PRODUCCIONES,"AV. LOS HÉROES 1188, LIMA 15801, PERU",LIMA,LIMA,SAN JUAN DE MIRAFLORES,-12.1595326,-76.95908829999999,208917.54,2401.0,OPHRA PRODUCCIONES S.A.C.,79989.5,349096.34,319919.2,15233.0,0.0,0.0,0.0,VANESA UMERES,KAM PYME,PRECHURN,NACIONAL: CONCESIONES Y SERVICIOS EN CLUBES.,982711477
200000000183982,dba7cafae6df617b0261740feb665fddc4876c6e249cce6b0db09b7bb3b9a8f8,20539615760,SUB TORTAS Y POSTRES,AV. VICTOR ANDRES BELAUNDE DIEZ CANSECO 192 URB. VALENCIA,AREQUIPA,AREQUIPA,YANAHUARA,-16.398081619489986,-71.54843008056027,64320.85,1328.0,PRIMER CAFE,182896.6,226670.85,214885.8,115269.9,0.0,0.0,0.0,JORGE RAMOS,KAM PYME,ESTABLE,RESTAURANTES DE COMIDA RAPIDA,974783562
200000000194115,21c8c21e76df2bf81df70656d8d18b2dbb78ae65a8c40ab5c09ec8b7ab9ca213,20509667129,OTTO GRILL - MALL CHICLAYO,AV. PANAMERICANA NORTE 639 URB. PLANTA ALICORP,LAMBAYEQUE,CHICLAYO,CHICLAYO,-6.7633640447443,-79.859970688598,99615.29,2477.0,OTTO GRILL,3122445.37,4774114.33,1328974.93,0.0,0.0,0.0,0.0,YOSELIN TORNERO,KAM BDN,TOP 10,PASTELERÍAS,959486635
200000000191166,fdf71cc574dac6eeafc3099761dced8a2765f3b4883931d0b43b75c742416c2f,20610224882,FAST MARKET CONSTITUCION CAJA 2,"JR. 2 DE MAYO 1398, IQUITOS 16001, PERU",LORETO,MAYNAS,IQUITOS,-3.7511025,-73.2590951,3602.5,227.0,FAST MARKET FONAVI II CAJA 1,176466.8,441161.5,264859.4,0.0,0.0,0.0,0.0,DANIEL LOVON,KAM PYME,TOP 10,OTRAS TIENDAS DE COMIDA,943904783
200000000174777,6d9e35ead56b7991dd63a4023eb10ef01c635c3d538cb3cb531600598b661e0b,10292888070,CEBICHERIA LA CASITA,"JF63+643, AV. CAYMA, CAYMA 04017, PERU",AREQUIPA,AREQUIPA,CAYMA,-16.3894791,-71.5471902,119776.0,1235.0,CACERES GUILLEN JOSE ANTONIO RAMON,83579.99,124229.0,125223.1,97367.35,56841.0,0.0,0.0,SALOMÉ PRO,KAM PYME,ESTABLE,RESTAURANTES Y VIDA NOCTURNA,969709652
200000000185417,1a2639b103ffa8adcc369d0b31af949c5f5126e1e8687d3cabda282d34665028,20604863547,PANADEX HUANCAYO,AV. GUARDIA CIVIL 356 URB. CORPAC,LIMA,LIMA,SAN ISIDRO,-12.092000314932958,-77.00906853464834,22777.0,25.0,PANADEX PERU,739623.878,620403.46,778116.0934,131701.6,0.0,0.0,0.0,LIZET GUEVARA,KAM BDN,TOP 10,PRODUCTOS PERECEDEROS (NO CLASIFICADOS EN OTRA MCC),999669783
200000000185894,3cb4deb71d6b03af26b1053da7df6fc4db1f82fa063335e01fab3f6e22223602,20536623745,IDERMA CAPILAR LINK,PJE. MARTIR JOSE OLAYA 129 URB. CER. DE MIRAFLORES,LIMA,LIMA,MIRAFLORES,-12.119526085614,-77.030204202634,0.0,12.0,IDERMA CAPILAR,180795.625,197311.518,191502.64,196589.023,258980.789,293536.939,336139.466,LORENA RODAS,KAM PYME,ESTABLE,DOCTORES Y MÉDICOS,956700770
200000000186844,1760ea84a3322400ca848f4d4203f3fa4da680870ba472713640a34c68605ed7,20100579651,DIDENT - 2,"INT.134, GALERÍA MOGOLLÓN, JR MOQUEGUA 270, LIMA 15001, PERU",LIMA,LIMA,VILLA MARIA DEL TRIUNFO,-12.2097156,-76.90433589999999,10009.0,20.0,DIDENT,107723.0,81589.7,83819.5,12531.0,0.0,0.0,0.0,GUILLERMO MERINO,KAM BDN,CRECIMIENTO,PRODUCTOS NO PERECEDEROS (NO CLASIFICADOS EN OTRA MCC),999950454
200000000179411,40b96baf1622631aa8e0e2a7c9a5276a5ed3b32cbac0f1e82911561959f713f1,20559331547,PETROLCENTER  CAYLLOMA,"SEMIRURAL PACHACUTEC, AREQUIPA 04014, PERU",AREQUIPA,AREQUIPA,CERRO COLORADO,-16.3954762,-71.5716535,18803.8,85.0,PETROLCENTER AREQUIPA 4,435906.58,911972.04,947243.02,333570.91,118272.9,0.0,0.0,ANDRES RAMIREZ,KAM PYME,TOP 10,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA",972791883
200000000185441,734cab8860073d45e38d62d98a893e8f44364ed7f99adab1bdaaf61a75186bad,20531764707,IMPERIO 4,JR. CORONEL LEONCIO PRADO GUTIERREZ 614 URB. CASCO URBANO CENTRAL,ANCASH,SANTA,CHIMBOTE,-9.07460497513383,-78.59174437506404,165525.0,554.0,IMPERIO 5,77516.0,501050.0,111319.0,53998.6,0.0,0.0,0.0,GUSTAVO MENDOCILLA,KAM PYME,TOP 10,TIENDAS DE ROPA FAMILIAR,926594188
200000000188433,1a40863c6d53402b67a28ad3eca77f1e04ed0380adf84d1f4ba60989a66eb323,20607520705,SAN MARTIN,AV. UNIVERSITARIA 813 URB. PANDO ETAPA 4,LIMA,LIMA,SAN MIGUEL,-12.080164886,-77.082147575,0.0,0.0,SAN MARTIN-20607520705,130582.0,196962.3,139378.2,32861.41,0.0,0.0,0.0,RODRIGO RIVERA,KAM BDN,ESTABLE,PASTELERÍAS,963750753
200000000176166,fa213ff390abaab13034b089301adfb0e5c43fad27d806ddaebbb24132e606a8,20124666687,FAMISA SICUANI,"AV. AREQUIPA, LIMA, PERU",LIMA,LIMA,SAN ISIDRO,-12.0920545,-77.0332479,12643.0,153.0,FAMISA S.R.LTDA.,343563.0,356010.0,220601.0,264474.0,150244.0,0.0,0.0,AARÓN GARCÍA,KAM PYME,CRECIMIENTO,LÍNEAS DE AUTOBUSES,959384638
200000000176278,1d08bd30cc9c7e9d3613745b8fc85ae85fc5f9c9ffd13dff614ec8d99e800207,20613185888,INVERSIONES CARHUAZ,CA. LOS GERANIOS 184 URB. VALDIVIEZO,LIMA,LIMA,ATE,-12.062368371838755,-76.99501755640487,27977.0,257.0,INVERSIONES ORMEÑO,1512746.3,1667652.75,1105563.35,1000750.3,433440.95,0.0,0.0,VANESA UMERES,KAM PYME,TOP 10,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA",979705468
200000000179571,5e7d89011798cb223e72b3806e7de453766b02672955b6ddc339279355abee96,20614719088,TOTAL CAR SERVICE BARRANCO,JR. PROGRESO 270 URB. TEJADA ALTA,LIMA,LIMA,BARRANCO,-12.140165547,-77.016271527,111047.89,64.0,MONTES & TABOADA SAC,45872.2,112341.89,65915.91,0.0,0.0,0.0,0.0,CYNTHIA CARRION,KAM PYME,ESTABLE,TALLERES DE SERVICIO AUTOMOTRIZ (NO COMERCIANTE),997214758
200000000184844,2acbe839f44a3cf7a10bf74f8b4110c604fbf6e8a5b5283a091138184b6b71db,20521563517,KW - CHACARILLA,AV. CAMINOS DEL INCA 257 URB. CHACARILLA DEL ESTANQUE,LIMA,LIMA,SANTIAGO DE SURCO,-12.113631085406,-76.992061897967,11736.764,30.0,KW - EL POLO,63936.4179,106751.9756,91676.4617,27578.1523,0.0,0.0,0.0,LUIS PEREZ,KAM BDN,ESTABLE,"INSTITUCIONES NO FINANCIERAS - MONEDA EXTRANJERA, GIROS (NO TRANSFERENCIAS DE EFECTIVO), CHEQUES DE VIAJERO",999900614
200000000198067,b25642374e7b708f05857f62c67faad63dc88220d9487b513236d8a609c4fe70,20608521861,PICANTITO 2,"JIRÓN LADISLAO ESPINAR 343, CHIMBOTE 02803, PERU",ANCASH,SANTA,CHIMBOTE,-9.0725378,-78.5942148,157367.9,2086.0,GRUPO COMERCIAL MURANO QUEZADA S.A.C.,271399.2,299213.0,0.0,0.0,0.0,0.0,0.0,RICARDO TERAN,KAM PYME,CRECIMIENTO,RESTAURANTES Y VIDA NOCTURNA,965462835
200000000198534,bbb926b3a60816f61364296347a6a8557ec6ce2d099be30753d5dd367a77fe11,10449426563,EL BUEN PASTOR,CRUCE DE CA. LAS DUNAS Y CA. LOS TULIPANES,LIMA,LIMA,SAN JUAN DE MIRAFLORES,-12.187557672,-76.977032488,366.5,60.0,BOTICA AMERICA,8488.0,9666.4,2030.0,2009.4,2331.0,2526.2,2483.6,WALTHER FAJARDO,KAM PYME,ESTABLE,FARMACÉUTICOS Y FARMACIAS (DROGUERIAS Y PERFUMERIAS),991965832
200000000185952,f27765172f087e5f494a782b4217ee8fad493500a8e60f36780d07e3f75aed2e,20602265171,DISTRIBUIDORA PERFOMAQ - CHALA,"VISTA ALEGRE, NAZCA 11401, PERU",ICA,NAZCA,VISTA ALEGRE,-14.8478001,-74.9427223,2064.0,3.0,DISTRIBUIDORA PERFOMAQ - PISO 1,212102.09,160174.22,198573.0,9333.3,0.0,0.0,0.0,YOSELIN TORNERO,KAM BDN,CRECIMIENTO,MATERIALES DE CONSTRUCCIÓN (NO CLASIFICADOS EN OTRA MCC),955612011
200000000175118,0a4742c2a9df2f7604311f5bb9f52d4092f4f5d9c4c30832f4da9f1817ec1977,20609205688,PETRO SULLANA,"SAENZ PEÑA 101, PIURA 20004, PERU",PIURA,PIURA,PIURA,-5.206156,-80.6360581,187434.07,3551.0,PETRO SULLANA,217342.02,187434.07,155523.63,147442.94,86871.24,0.0,0.0,WALTER YARLEQUE,KAM PYME,CRECIMIENTO,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA",981092770
200000000183250,7b3fffe5f399c1fbf1928a2b34adad9150e368ff497dde3fd2610e1de2a7d055,20614753073,DI ANNA RESTAURANT CAFE EIRL,"AV. PRIMAVERA 2088, LIMA 15023, PERU",LIMA,LIMA,SANTIAGO DE SURCO,-12.1058629,-76.96619299999999,97874.69,1344.0,DI ANNA RESTAURANT CAFE EIRL,58373.28,97874.69,108365.08,114260.42,0.0,0.0,0.0,GUSTAVO MENDOCILLA,KAM PYME,ESTABLE,RESTAURANTES Y VIDA NOCTURNA,922918372
200000000186836,1760ea84a3322400ca848f4d4203f3fa4da680870ba472713640a34c68605ed7,20100579651,DIDENT - 1,"INT.134, GALERÍA MOGOLLÓN, JR MOQUEGUA 270, LIMA 15001, PERU",LIMA,LIMA,VILLA MARIA DEL TRIUNFO,-12.2097156,-76.90433589999999,12333.0,19.0,DIDENT,107723.0,81589.7,83819.5,12531.0,0.0,0.0,0.0,GUILLERMO MERINO,KAM BDN,CRECIMIENTO,PRODUCTOS NO PERECEDEROS (NO CLASIFICADOS EN OTRA MCC),999950454
200000000193813,faa2e46fa6875232434b5af2172440ba98d1c8495765cd8699fa14951561a5bf,20600593685,LUCHITA SURQUILLO,CA. LUIS VARELA Y ORBEGOSO 386,LIMA,LIMA,SURQUILLO,-12.116849003,-77.0249021989999,64510.4,1849.0,LA LUCHA,13930592.51,16645858.47,2145141.74,0.0,0.0,0.0,0.0,VIANUSSA CANO,KAM PYME,TOP 10,CLUBES MAYORISTAS,991032944
200000000189272,6420285b6d41d5b2fd9e1da84d4aff93b220cdcb9b4e4761bad4704e5581815c,20521431955,EE SS  ECO TRADING SAC,AV. REPÚBLICA DE ARGENTINA 798 URB. LIMA INDUSTRIAL,LIMA,LIMA,LIMA,-12.04414778647555,-77.05229638645311,66686.16,3904.0,EE SS  ECO TRADING SAC,60894.0,66686.16,55968.0,0.0,0.0,0.0,0.0,YOSELIN TORNERO,KAM BDN,CRECIMIENTO,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA",971150078
200000000177766,ff795228b0521d6dc2b99e60e97e296d8c80c65147cacf67946ffdea4d227f18,20352421473,DIXIFARMA 7 DE JUNIO,"JR. 7 DE JUNIO 220, PUCALLPA 25004, PERU",UCAYALI,CORONEL PORTILLO,YARINACOCHA,-8.3533109,-74.5756566,33424.7,654.0,DIXIFARMA RAYMONDI,244094.18,323822.29,303242.01,273949.07,120120.85,0.0,0.0,RODRIGO RIVERA,KAM BDN,ESTABLE,FARMACÉUTICOS Y FARMACIAS (DROGUERIAS Y PERFUMERIAS),961685706
200000000183657,c7ac98fdfc4b470271b6f09c9c68fba94e642d290469b673be21adc061b31903,20100310016,PETER PAN LENCERÍA,JR. HUARAZ 1975,LIMA,LIMA,PUEBLO LIBRE,-12.069074622,-77.0526199349999,0.0,0.0,PETER PAN,36345.51,47885.0,50163.8,37965.0,33421.0,32610.0,38946.5,LIZET GUEVARA,KAM BDN,ESTABLE,"UNIFORMES Y ROPA COMERCIAL PARA HOMBRES, MUJERES Y NIÑOS",958795220
200000000192349,1e650478c2daa63d42a7c06ae04c70f4ae6203d61bc70a24c35006b0c78bb7cd,10416892488,TAXI EJECUTIVO NATEO,"LA RINCONADA DE PAMPLONA ALTA, LIMA 15806, PERU",LIMA,LIMA,SAN JUAN DE MIRAFLORES,-12.1279257,-76.958905,1000.0,1.0,SATELITAL,170.0,1000.0,152.6,0.0,0.0,0.0,0.0,ANABEL SANTAMARIA,KAM BDN,ESTABLE,SERVICIO DE TAXIS Y LIMOSINAS,993032355
200000000193665,ee1ebbe0376443202e6dd9ad51716652926689de671c459e5c3579163a9851ac,20607117382,BOTICAS DIANA - 3,JR. TAYABAMBA 287 P.J. JOSE CARLOS MARIATEGUI,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.151876421520623,-78.51677056774706,2625.61,54.0,GRUPO CAJABAMBA S.A.C.,256078.4,238295.45,11903.57,0.0,0.0,0.0,0.0,MONICA VALENZUELA,KAM PYME,CRECIMIENTO,FARMACÉUTICOS Y FARMACIAS (DROGUERIAS Y PERFUMERIAS),929003372
200000000187908,dc49cab412c76a5868c4de7c09fcc6732c3b404c78f61ef75286fa120b723b21,20600792343,TURISMO JAKSA PLAZA NORTE,AV. NICOLAS ARRIOLA 314 URB. SANTA CATALINA,LIMA,LIMA,LA VICTORIA,-12.08792102,-77.016055806,23310.0,276.0,Turismo Jaksa Plaza Norte,255568.15,277908.0,135756.85,8498.75,0.0,0.0,0.0,MONICA VALENZUELA,KAM PYME,CRECIMIENTO,SERVICIOS DE TRANSPORTE (NO CLASIFICADOS EN OTRO MCC),913395970
200000000189833,5cece95fe336a63388b3f057d8d4de6eba03e42c8f1b3f6cf1f3fe49ef2b0a3a,20448044760,DULCE DE LECHE - TUPAC,JR. MOQUEGUA 790 CER.,PUNO,SAN ROMAN,JULIACA,-15.489797642536614,-70.1250856298741,37490.0,918.0,FABRIZZIUS - PUKARA,182060.72,201651.55,100588.98,0.0,0.0,0.0,0.0,LUIS PEREZ,KAM BDN,CRECIMIENTO,PASTELERÍAS,988383431
200000000177060,1d08bd30cc9c7e9d3613745b8fc85ae85fc5f9c9ffd13dff614ec8d99e800207,20613185888,INVERSIONES CHIMBADOR,CA. LOS GERANIOS 184 URB. VALDIVIEZO,LIMA,LIMA,ATE,-12.062368371838755,-76.99501755640487,80.0,1.0,INVERSIONES ORMEÑO,1512746.3,1667652.75,1105563.35,1000750.3,433440.95,0.0,0.0,VANESA UMERES,KAM PYME,TOP 10,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA",979705468
200000000178025,579cf2a7ffa1164f1ac440ae13a8888b754be9de1ab809142b25cf6323a4bfeb,20608835742,BAMBINO PIZZERIA DELIVERY E.I.R.L. 5,AV. VIA DE EVITAMIENTO NORTE 2051,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.150771376082172,-78.5064551566298,29108.7,657.0,BAMBINO PIZZERIA DELIVERY E.I.R.L.,100919.7,110579.59,107568.3,107433.3,41718.6,0.0,0.0,GUSTAVO MENDOCILLA,KAM PYME,CRECIMIENTO,RESTAURANTES Y VIDA NOCTURNA,976016103
200000000183155,01126ed5a628bda39a2a67ebc7e540398999bb9110e8fd8da2e8d267f309d661,20611815337,MOTORYSA CC JOCKEY PLAZA,AV. JAVIER PRADO ESTE 4200,LIMA,LIMA,SANTIAGO DE SURCO,-76.97740936279297,-12.084627151489258,0.0,0.0,MOTORYSA,334143.1089,509441.164,400605.363,742503.951,292497.7598,250764.5586,604845.5663,GUSTAVO MENDOCILLA,KAM PYME,TOP 10,TIENDAS DE PARTES Y ACCESORIOS AUTOMOTRICES.,987256205
200000000176001,9aba3f85b8d4703a4411b4605ea574731371c5a3b98f01c0ab5558d4b3bd74a2,20611765135,MINIMARKET LA GRANJITA E.I.R.L.,"JR. AREQUIPA 403, BARRANCA 15169, PERU",LIMA,BARRANCA,BARRANCA,-10.7502876,-77.7634355,121552.89,6270.0,MINIMARKET LA GRANJITA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,120222.76,121573.09,83921.78,70999.33,44226.76,0.0,0.0,VICTOR ALVARADO,KAM PYME,CRECIMIENTO,"MINIMARKETS, BODEGAS, SUPERMERCADOS",969218807
200000000193874,932c25e657884d0052a45b97ebddc3fbc6961312227a81478919ca06fbd4734e,20603260130,BLANQUI PASTELERÍA FINA,"AV. LARCO 1008, TRUJILLO 13008, PERU",LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1230986,-79.03782679999999,95128.5,3138.0,Blanqui Pastelería Fina-20603260130,314269.0,427363.5,111266.5,0.0,0.0,0.0,0.0,LUIS DE LUCIO,KAM PYME,ESTABLE,RESTAURANTES Y VIDA NOCTURNA,946549499
200000000174030,8b970cc48c0f9425fdf8ebb1edd2b2eaea9642a0d357584ff671b0d267d826a9,20502794648,EE.SS MIRWAL - LADO 7,AV. GENERAL MIGUEL IGLESIAS MZ E LT 14,LIMA,LIMA,SAN JUAN DE MIRAFLORES,-12.177740082,-76.963411099,0.0,0.0,EE.SS MIRWAL - LADO 6,376316.2,510052.27,510215.38,494293.64,334281.32,0.0,0.0,LIZET GUEVARA,KAM BDN,ESTABLE,"ESTACIONES DE SERVICIO (CON O SIN SERVICIOS DE ASISTENCIA) / GRIFOS, SERVICIO Y EXPENDIO DE GASOLINA",974671715
200000000175288,492432ccb8810a7b447f331f8de2b9e752b3f4a991f524beca9e1c456c73209c,20613821296,DON EDUARDO PARRILLADAS 2,"MARTÍNEZ DE COMPAÑÓN 712, VÍCTOR LARCO HERRERA 13008, PERU",LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1205343,-79.03870309999999,86823.83,300.0,ESTAMPIDA MALL 2,235219.98,414783.6,313191.61,310410.3,253949.43,0.0,0.0,LUIS DE LUCIO,KAM PYME,TOP 10,RESTAURANTES Y VIDA NOCTURNA,960506093
200000000176670,efe6e58d98f0c1d323197438b3776dd0d68d45fd690838fe42344cf26cd89c67,20604791899,TENGO SED,CA. JORGE CANTUARIAS 160 URB. CER. DE MIRAFLORES,LIMA,LIMA,MIRAFLORES,-12.1214887199999,-77.028238685,1513.6,59.0,CAROLIM SAC,58713.55,85467.11,97598.27,107969.6,34836.26,0.0,0.0,LUIS PEREZ,KAM BDN,ESTABLE,TIENDAS MINORISTAS MISCELÁNEAS Y ESPECIALIZADAS,955865915
200000000174098,63070e1e2ddc4aa8c35156f8ac494afc301d65f9a36aa2fbaba0b0c76e4e3566,20550368294,TSP TOUR  - TARAPOTO 01,JR. HECTOR ARELLANO 180 URB. MEXICO,LIMA,LIMA,LA VICTORIA,-12.075935296510663,-77.01526175590593,375.0,10.0,TSP - 002 - PLAZA NORTE - 02,52678.0,94541.0,53849.0,52598.0,46245.0,0.0,0.0,LORENA RODAS,KAM PYME,TOP 10,"PORTADORES MOTORIZADOS DE CARGA Y TRANSPORTE DE MERCANCÍAS – LOCAL Y LARGA DISTANCIA, COMPAÑÍAS DE RETIRO Y ALMACENAJE, Y SERVICIOS LOCALES DE ENTREGA",987794663
200000000182852,18462d02e716da96fde76b492356954a5cd334445eb76ed283abc6b83ebf9b59,20610458573,GO GO INVESTMENTS - PIURA,CA. JORGE CANTUARIAS 160 URB. CER. DE MIRAFLORES,LIMA,LIMA,MIRAFLORES,-12.1214887199999,-77.028238685,0.0,0.0,GO GO INVESTMENTS - CUSCO,69790.09,93157.96,106727.39,51375.57,0.0,0.0,0.0,LUIS PEREZ,KAM BDN,ESTABLE,RESTAURANTES Y VIDA NOCTURNA,999103885
